notes,category,amount_idr,month,is_weekend,day_of_week
langganan youtube premium,hiburan,153000,1,False,Friday
pendapatan kursus online,freelance,2569000,1,True,Saturday
bayar uang kebersihan,tempat_tinggal,120000,1,True,Sunday
makan di kfc,makanan,75000,1,True,Sunday
bonus ekstra dari kantor,bonus,2686000,1,True,Sunday
bayar cicilan sewa tahunan,tempat_tinggal,1820000,1,True,Sunday
beli keperluan dapur,lainnya,294000,1,True,Sunday
tabungan masa depan,tabungan,1318000,1,False,Monday
bayar kontrakan,tempat_tinggal,5980000,1,False,Tuesday
beli laptop pelajar,pendidikan,10294000,1,False,Tuesday
proyek website klien,freelance,7293000,1,False,Tuesday
deposit awal sewa,tempat_tinggal,5943000,1,False,Tuesday
naik angkot ke pasar,transportasi,12000,1,False,Wednesday
ganti ban motor,transportasi,298000,1,False,Wednesday
top up tabungan emas,investasi,2508000,1,False,Thursday
makan berdua di cafe,makanan,102000,1,False,Thursday
iuran kebersihan lingkungan,tempat_tinggal,59000,1,False,Thursday
pesan burger online,makanan,155000,1,False,Thursday
streaming disney,hiburan,104000,1,False,Thursday
naik gojek pulang,transportasi,43000,1,False,Thursday
bayar kursus bahasa inggris,pendidikan,893000,1,False,Thursday
bayar kursus bahasa inggris,pendidikan,987000,1,False,Friday
pendapatan proyek konten,freelance,1980000,1,True,Saturday
pesan gofood malam,makanan,35000,1,True,Saturday
makan di mcdonald,makanan,190000,1,True,Saturday
beli kopi pagi,makanan,62000,1,True,Sunday
bayar langganan icloud,tagihan,30000,1,True,Sunday
uang muka sewa kos,tempat_tinggal,1221000,1,True,Sunday
gaji plus lembur,gaji,18534000,1,True,Sunday
naik travel antar kota,transportasi,122000,1,True,Sunday
bonus proyek selesai,bonus,3464000,1,True,Sunday
pesan grabfood,makanan,97000,1,True,Sunday
biaya keamanan komplek,tempat_tinggal,3717000,1,True,Sunday
ongkos naik ojek,transportasi,200000,1,False,Monday
bayaran proyek freelance,freelance,7805000,1,False,Monday
naik grab ke kantor,transportasi,20000,1,False,Monday
pesan nasi goreng online,makanan,63000,1,False,Tuesday
return pp lending,investasi,5935000,1,False,Tuesday
perpanjang paket internet,tagihan,460000,1,False,Tuesday
sewa buku di perpus,hiburan,127000,1,False,Tuesday
keuntungan crypto harian,investasi,3070000,1,False,Wednesday
beli jajanan pasar,makanan,39000,1,False,Thursday
deposit awal sewa,tempat_tinggal,8609000,1,False,Thursday
biaya bensin mobil,transportasi,210000,1,False,Friday
pembayaran upah bulanan,gaji,24150000,1,False,Friday
makan siang bareng teman,makanan,63000,1,True,Saturday
beli cilok,makanan,53000,1,True,Saturday
sarapan nasi uduk,makanan,94000,1,True,Sunday
iuran kebersihan lingkungan,tempat_tinggal,33000,1,True,Sunday
bayar mcu tahunan,kesehatan,406000,1,False,Monday
bayar sewa rumah,tempat_tinggal,1725000,1,False,Monday
bayar tagihan air,tagihan,99000,1,False,Tuesday
pesan shopeefood siang,makanan,41000,1,False,Tuesday
pengeluaran tak terduga,lainnya,154000,1,False,Wednesday
biaya sewa studio,tempat_tinggal,2185000,1,False,Wednesday
pengeluaran tak terduga,lainnya,213000,1,False,Wednesday
bayar kursus desain,pendidikan,638000,1,False,Wednesday
bayar bootcamp,pendidikan,312000,1,False,Wednesday
tambahan penghasilan bonus,bonus,3822000,1,False,Wednesday
beli gorengan sore,makanan,13000,2,False,Thursday
sewa kos bulanan,tempat_tinggal,1098000,2,False,Thursday
bayar parkir mall,transportasi,26000,2,False,Friday
pesan nasi goreng online,makanan,16000,2,False,Friday
beli skin game,hiburan,91000,2,False,Friday
beli keperluan dapur,lainnya,144000,2,True,Saturday
makan di kfc,makanan,106000,2,True,Saturday
pesan gofood malam,makanan,84000,2,True,Saturday
bayar tv kabel,tagihan,198000,2,True,Sunday
perpanjang sewa kos,tempat_tinggal,1280000,2,True,Sunday
isi saldo emoney,transportasi,140000,2,False,Monday
liburan akhir pekan,hiburan,900000,2,False,Monday
beli peralatan kebersihan,lainnya,146000,2,False,Monday
beli es teh manis,makanan,13000,2,False,Monday
gaji bulanan masuk,gaji,16598000,2,False,Monday
beli laptop pelajar,pendidikan,6311000,2,False,Tuesday
naik ojek online,transportasi,102000,2,False,Tuesday
menabung untuk liburan,tabungan,1265000,2,False,Wednesday
beli deterjen,lainnya,125000,2,False,Wednesday
bayar cicilan motor,tagihan,166000,2,False,Wednesday
perpanjang sewa kos,tempat_tinggal,2360000,2,False,Wednesday
makan di kantin,makanan,22000,2,False,Wednesday
bayar tagihan listrik,tagihan,425000,2,False,Wednesday
fee proyek seo,freelance,4116000,2,False,Thursday
beli minuman kekinian,makanan,77000,2,False,Thursday
beli minuman kekinian,makanan,181000,2,False,Thursday
bayar kartu kredit,tagihan,392000,2,False,Friday
pesan dim sum,makanan,154000,2,True,Saturday
iuran kebersihan lingkungan,tempat_tinggal,42000,2,True,Saturday
karaoke bareng teman,hiburan,218000,2,True,Saturday
bonus proyek selesai,bonus,965000,2,True,Saturday
bonus target tercapai,bonus,2402000,2,True,Saturday
pesan burger online,makanan,132000,2,True,Saturday
beli peralatan sekolah,pendidikan,322000,2,True,Sunday
beli jajanan pasar,makanan,91000,2,True,Sunday
gaji pokok bulanan,gaji,17040000,2,True,Sunday
beli perlengkapan ibadah,lainnya,140000,2,True,Sunday
uang sewa bulan ini,tempat_tinggal,2846000,2,True,Sunday
naik travel antar kota,transportasi,160000,2,False,Monday
transfer payroll kantor,gaji,9008000,2,False,Monday
tes laboratorium,kesehatan,339000,2,False,Tuesday
beli buku impor,pendidikan,321000,2,False,Tuesday
uang muka sewa kos,tempat_tinggal,1388000,2,False,Tuesday
sewa kos bulanan,tempat_tinggal,2397000,2,False,Wednesday
pesan dim sum,makanan,181000,2,False,Wednesday
insentif bulanan,bonus,3943000,2,False,Wednesday
beli cilok,makanan,117000,2,False,Wednesday
makan di kantin,makanan,22000,2,False,Thursday
bayar wifi rumah,tagihan,374000,2,False,Thursday
ganti ban motor,transportasi,415000,2,False,Thursday
pesan pizza online,makanan,137000,2,False,Thursday
makan di warteg,makanan,63000,2,False,Thursday
langganan spotify premium,hiburan,65000,2,False,Thursday
beli tiket bus,transportasi,30000,2,True,Saturday
beli saham teknologi,investasi,7644000,2,True,Saturday
beli tiket festival,hiburan,251000,2,True,Saturday
liburan akhir pekan,hiburan,845000,2,True,Saturday
top up kartu etoll,transportasi,68000,2,True,Sunday
ganti ban motor,transportasi,405000,2,True,Sunday
bayar premi asuransi,tagihan,519000,2,False,Monday
isi bensin motor,transportasi,251000,2,False,Monday
bayar tv kabel,tagihan,234000,2,False,Monday
beli voucher game,hiburan,106000,2,False,Tuesday
makan soto ayam,makanan,102000,2,False,Tuesday
bayar tol,transportasi,60000,2,False,Tuesday
bayar asuransi jiwa,tagihan,393000,2,False,Tuesday
gaji bulanan masuk,gaji,19152000,2,False,Wednesday
bayar kos minggu pertama,tempat_tinggal,2385000,2,False,Wednesday
bonus akhir tahun,bonus,2147000,2,False,Wednesday
belanja online,lainnya,95000,2,False,Wednesday
makan soto ayam,makanan,90000,2,False,Thursday
beli obat resep,kesehatan,146000,2,False,Thursday
sewa ps sehari,hiburan,189000,2,False,Friday
biaya bensin mobil,transportasi,165000,2,False,Friday
ganti ban motor,transportasi,155000,2,False,Friday
bayar ipl apartemen,tempat_tinggal,5415000,2,False,Friday
iuran kebersihan lingkungan,tempat_tinggal,79000,2,False,Friday
beli reksa dana saham,investasi,7483000,2,False,Friday
ganti oli motor,transportasi,98000,2,False,Friday
belanja online,lainnya,345000,2,False,Friday
perpanjang kontrak rumah,tempat_tinggal,1827000,2,True,Saturday
uang sewa bulan ini,tempat_tinggal,4600000,2,True,Saturday
gaji plus tunjangan,gaji,13720000,2,True,Saturday
beli bakso pinggir jalan,makanan,134000,2,True,Sunday
beli obat anak,kesehatan,190000,2,False,Monday
nonton pertandingan bola,hiburan,474000,2,False,Monday
tagihan provider bulan ini,tagihan,129000,2,False,Monday
beli kartu krl,transportasi,84000,2,False,Tuesday
beli obat bebas,kesehatan,309000,2,False,Tuesday
streaming disney,hiburan,81000,2,False,Tuesday
nonton di bioskop xxi,hiburan,126000,2,False,Tuesday
ongkos naik ojek,transportasi,232000,2,False,Tuesday
beli kopi pagi,makanan,34000,2,False,Wednesday
pendapatan nulis artikel,freelance,7515000,2,False,Wednesday
beli obat di apotek,kesehatan,160000,2,False,Wednesday
bayar ipl apartemen,tempat_tinggal,5454000,2,False,Wednesday
bonus akhir tahun,bonus,3906000,2,False,Thursday
penerimaan gaji pokok,gaji,7257000,2,False,Thursday
beli aplikasi belajar,pendidikan,69000,3,False,Friday
pesan mie ayam,makanan,163000,3,False,Friday
gaji plus lembur,gaji,22990000,3,False,Friday
bayar rawat jalan,kesehatan,1166000,3,False,Friday
bayar asuransi jiwa,tagihan,697000,3,False,Friday
bayar parkir inap,transportasi,20000,3,False,Friday
pesan mie ayam,makanan,163000,3,False,Friday
nonton di bioskop xxi,hiburan,101000,3,True,Saturday
bayar langganan icloud,tagihan,49000,3,True,Saturday
bayar imunisasi,kesehatan,546000,3,True,Saturday
bayar kos bulanan,tempat_tinggal,1201000,3,True,Saturday
bayar tagihan listrik,tagihan,828000,3,True,Saturday
makan di kfc,makanan,33000,3,True,Saturday
beli snack kantor,makanan,63000,3,True,Sunday
bayar tv kabel,tagihan,245000,3,True,Sunday
makan siang bareng teman,makanan,103000,3,False,Monday
bayar rawat jalan,kesehatan,475000,3,False,Monday
bayar ujian sertifikasi,pendidikan,237000,3,False,Tuesday
beli minuman kekinian,makanan,69000,3,False,Tuesday
beli jajanan pasar,makanan,71000,3,False,Wednesday
bayar mcu tahunan,kesehatan,389000,3,False,Wednesday
pembayaran upah bulanan,gaji,25219000,3,False,Wednesday
perpanjang paket internet,tagihan,361000,3,False,Wednesday
belanja online,lainnya,250000,3,False,Wednesday
jasa pengelolaan media sosial,freelance,3821000,3,False,Thursday
pesan grabfood,makanan,60000,3,False,Thursday
servis rutin motor,transportasi,920000,3,False,Thursday
beli buku impor,pendidikan,195000,3,False,Thursday
beli minuman kekinian,makanan,172000,3,False,Friday
beli cilok,makanan,82000,3,False,Friday
beli es teh manis,makanan,14000,3,True,Saturday
nonton pertandingan bola,hiburan,582000,3,True,Saturday
pengeluaran tak terduga,lainnya,321000,3,True,Saturday
nonton bioskop bareng,hiburan,105000,3,True,Saturday
ganti ban motor,transportasi,281000,3,True,Sunday
bayar les matematika,pendidikan,325000,3,True,Sunday
bayar uang kebersihan,tempat_tinggal,86000,3,True,Sunday
makan di warung padang,makanan,136000,3,False,Monday
bayar paket data,tagihan,114000,3,False,Monday
langganan hbo max,hiburan,191000,3,False,Monday
investasi reksa dana pasar uang,investasi,6212000,3,False,Monday
makan di kfc,makanan,74000,3,False,Monday
bayar tagihan rs,kesehatan,1423000,3,False,Monday
naik ojek online,transportasi,83000,3,False,Monday
bonus target tercapai,bonus,1215000,3,False,Monday
biaya keamanan komplek,tempat_tinggal,3063000,3,False,Tuesday
beli jajanan pasar,makanan,87000,3,False,Tuesday
pesan grabfood,makanan,77000,3,False,Tuesday
tabungan masa depan,tabungan,2028000,3,False,Tuesday
servis rutin motor,transportasi,587000,3,False,Wednesday
simpan dana darurat,tabungan,4469000,3,False,Thursday
beli cilok,makanan,108000,3,False,Thursday
belanja bulanan,lainnya,136000,3,False,Friday
bayar wifi rumah,tagihan,611000,3,False,Friday
uang sewa bulan ini,tempat_tinggal,2530000,3,False,Friday
konsultasi kulit,kesehatan,508000,3,True,Saturday
makan bareng keluarga,makanan,228000,3,True,Saturday
bayar sewa rumah,tempat_tinggal,2738000,3,True,Sunday
bayar tagihan listrik,tagihan,416000,3,True,Sunday
naik travel antar kota,transportasi,113000,3,True,Sunday
beli keperluan dapur,lainnya,245000,3,False,Monday
naik bus transjakarta,transportasi,16000,3,False,Monday
bayar kartu kredit,tagihan,152000,3,False,Monday
sarapan nasi uduk,makanan,104000,3,False,Monday
transfer tabungan pendidikan anak,tabungan,2528000,3,False,Monday
isi saldo emoney,transportasi,115000,3,False,Tuesday
beli topup game,hiburan,123000,3,False,Tuesday
bonus akhir tahun,bonus,4692000,3,False,Tuesday
belanja kebutuhan bulanan,lainnya,138000,3,False,Tuesday
makan soto ayam,makanan,49000,3,False,Wednesday
biaya keamanan komplek,tempat_tinggal,3106000,3,False,Wednesday
bayar rawat jalan,kesehatan,796000,3,False,Wednesday
tagihan provider bulan ini,tagihan,98000,3,False,Wednesday
bayar cicilan motor,tagihan,280000,3,False,Wednesday
bayar parkir inap,transportasi,30000,3,False,Wednesday
iuran rt bulanan,tempat_tinggal,115000,3,False,Thursday
ganti ban motor,transportasi,390000,3,False,Thursday
top up reksa dana campuran,investasi,5750000,3,False,Thursday
bayar tv kabel,tagihan,248000,3,False,Thursday
bonus triwulan,bonus,3535000,3,False,Thursday
bayar uang kebersihan,tempat_tinggal,73000,3,False,Friday
biaya pengelolaan apartemen,tempat_tinggal,4099000,3,True,Saturday
makan di warung padang,makanan,68000,3,True,Saturday
naik krl commuter line,transportasi,92000,3,True,Saturday
makan di kfc,makanan,69000,3,True,Sunday
bayar sewa rumah,tempat_tinggal,6037000,3,True,Sunday
perpanjang sewa kos,tempat_tinggal,1295000,3,True,Sunday
ongkos naik ojek,transportasi,110000,3,True,Sunday
beli bakso pinggir jalan,makanan,111000,3,True,Sunday
transfer salary bulan ini,gaji,14719000,3,True,Sunday
pesan ayam geprek,makanan,33000,3,False,Monday
bayar kontrakan,tempat_tinggal,4600000,3,False,Monday
bayar cicilan sewa tahunan,tempat_tinggal,1098000,3,False,Monday
bayar bpjs ketenagakerjaan,tagihan,122000,3,False,Monday
beli bubur pagi,makanan,21000,3,False,Tuesday
beli minuman kekinian,makanan,162000,3,False,Tuesday
sewa kos bulanan,tempat_tinggal,968000,3,False,Thursday
tagihan pln bulan ini,tagihan,123000,3,False,Thursday
iuran rt bulanan,tempat_tinggal,145000,3,False,Thursday
bayar kartu kredit,tagihan,383000,3,False,Friday
makan di warung padang,makanan,61000,3,True,Saturday
bayar kos minggu pertama,tempat_tinggal,1221000,3,True,Saturday
beli alat tulis,pendidikan,43000,3,True,Saturday
perpanjang kontrak rumah,tempat_tinggal,4297000,3,True,Saturday
langganan netflix bulanan,hiburan,107000,3,True,Sunday
beli skin game,hiburan,143000,3,True,Sunday
naik angkot ke pasar,transportasi,4000,3,True,Sunday
nonton pertandingan bola,hiburan,224000,3,True,Sunday
uang sewa bulan ini,tempat_tinggal,2111000,3,True,Sunday
naik grab ke kantor,transportasi,29000,3,True,Sunday
bayar cicilan motor,tagihan,332000,4,False,Monday
beli voucher game,hiburan,170000,4,False,Monday
makan di resto jepang,makanan,43000,4,False,Monday
bayar bpjs kesehatan,tagihan,386000,4,False,Monday
bayar ipl apartemen,tempat_tinggal,9346000,4,False,Monday
bayar premium spotify,tagihan,632000,4,False,Wednesday
bayar paket data,tagihan,90000,4,False,Wednesday
piknik di taman,hiburan,259000,4,False,Thursday
sarapan di warung,makanan,48000,4,False,Thursday
bayar tagihan air,tagihan,44000,4,False,Thursday
naik mrt jakarta,transportasi,182000,4,False,Thursday
thr lebaran diterima,bonus,9753000,4,False,Friday
naik ojek online,transportasi,208000,4,False,Friday
top up emas antam digital,investasi,1235000,4,False,Friday
biaya sewa studio,tempat_tinggal,2393000,4,True,Saturday
tambahan penghasilan bonus,bonus,7475000,4,True,Saturday
keuntungan investasi saham,investasi,6869000,4,True,Saturday
naik mrt jakarta,transportasi,125000,4,True,Saturday
keuntungan crypto harian,investasi,3237000,4,True,Sunday
beli bakso pinggir jalan,makanan,53000,4,True,Sunday
transfer ke rekening tabungan,tabungan,2848000,4,True,Sunday
bayar cicilan motor,tagihan,322000,4,True,Sunday
beli peralatan sekolah,pendidikan,259000,4,True,Sunday
beli bakso pinggir jalan,makanan,51000,4,True,Sunday
main bowling,hiburan,112000,4,False,Monday
bayar sewa apartemen,tempat_tinggal,10120000,4,False,Monday
bonus akhir tahun,bonus,3028000,4,False,Monday
main futsal,hiburan,230000,4,False,Tuesday
bayar parkir mall,transportasi,22000,4,False,Wednesday
pesan mie ayam,makanan,50000,4,False,Wednesday
top up kartu etoll,transportasi,72000,4,False,Wednesday
pesan pizza online,makanan,91000,4,False,Wednesday
pesan pizza online,makanan,144000,4,False,Wednesday
perpanjang kontrak rumah,tempat_tinggal,3775000,4,False,Thursday
beli kopi pagi,makanan,22000,4,False,Thursday
liburan akhir pekan,hiburan,1253000,4,False,Thursday
beli tiket kereta,transportasi,575000,4,False,Thursday
bayar langganan icloud,tagihan,55000,4,False,Friday
makan di mcdonald,makanan,93000,4,False,Friday
beli es teh manis,makanan,20000,4,False,Friday
sewa kos bulanan,tempat_tinggal,2252000,4,True,Saturday
servis ac mobil,transportasi,535000,4,True,Saturday
pesan nasi goreng online,makanan,27000,4,True,Saturday
nonton bioskop bareng,hiburan,164000,4,True,Saturday
menabung rutin bulanan,tabungan,2784000,4,True,Saturday
bayar bootcamp,pendidikan,226000,4,True,Saturday
servis rutin motor,transportasi,874000,4,True,Saturday
iuran rt bulanan,tempat_tinggal,105000,4,True,Sunday
bonus akhir tahun,bonus,2882000,4,True,Sunday
tagihan pln bulan ini,tagihan,613000,4,True,Sunday
pengeluaran harian,lainnya,172000,4,True,Sunday
uang muka sewa kos,tempat_tinggal,2337000,4,True,Sunday
bayar kos bulanan,tempat_tinggal,1535000,4,False,Monday
bayar kos bulanan,tempat_tinggal,1684000,4,False,Monday
belanja bulanan,lainnya,224000,4,False,Monday
beli bubur pagi,makanan,38000,4,False,Tuesday
beli gorengan sore,makanan,5000,4,False,Tuesday
bayar deposit apartemen,tempat_tinggal,3672000,4,False,Tuesday
bayar tagihan air,tagihan,150000,4,False,Tuesday
investasi reksa dana pasar uang,investasi,2503000,4,False,Tuesday
pesan nasi goreng online,makanan,29000,4,False,Wednesday
ganti ban motor,transportasi,210000,4,False,Wednesday
pendapatan affiliate,freelance,995000,4,False,Wednesday
pengeluaran mendadak,lainnya,86000,4,False,Wednesday
pesan pizza online,makanan,121000,4,False,Wednesday
makan di warteg,makanan,71000,4,False,Wednesday
langganan netflix bulanan,hiburan,94000,4,False,Wednesday
tabungan masa depan,tabungan,1791000,4,False,Thursday
bayar kursus desain,pendidikan,1427000,4,False,Thursday
bayar kos minggu pertama,tempat_tinggal,2731000,4,False,Thursday
beli cilok,makanan,67000,4,False,Thursday
uang sewa bulan ini,tempat_tinggal,4169000,4,False,Friday
bayar premium spotify,tagihan,513000,4,False,Friday
pesan ayam geprek,makanan,22000,4,False,Friday
bayar kursus coding,pendidikan,1081000,4,False,Friday
bayar les privat,pendidikan,290000,4,False,Friday
naik ojek online,transportasi,114000,4,False,Friday
beli keperluan dapur,lainnya,336000,4,False,Friday
bayar bpjs ketenagakerjaan,tagihan,383000,4,False,Friday
makan soto ayam,makanan,110000,4,False,Friday
bonus proyek selesai,bonus,2662000,4,True,Saturday
beli es teh manis,makanan,7000,4,True,Saturday
nonton bioskop bareng,hiburan,127000,4,True,Saturday
bayaran proyek desain ui,freelance,5432000,4,True,Saturday
ganti oli motor,transportasi,78000,4,True,Saturday
ongkos naik ojek,transportasi,70000,4,True,Sunday
bayar sewa rumah,tempat_tinggal,3735000,4,True,Sunday
pesan mie ayam,makanan,64000,4,False,Monday
bayar kos bulanan,tempat_tinggal,1319000,4,False,Monday
biaya sewa studio,tempat_tinggal,1199000,4,False,Monday
deposit awal sewa,tempat_tinggal,4396000,4,False,Monday
pesan pizza online,makanan,82000,4,False,Tuesday
iuran kebersihan lingkungan,tempat_tinggal,94000,4,False,Tuesday
bayar les matematika,pendidikan,169000,4,False,Tuesday
bayar sewa apartemen,tempat_tinggal,3186000,4,False,Tuesday
bayar ipl apartemen,tempat_tinggal,4246000,4,False,Tuesday
pesan grabfood,makanan,140000,4,False,Tuesday
top up kartu etoll,transportasi,47000,4,False,Tuesday
tagihan provider bulan ini,tagihan,131000,4,False,Tuesday
beli tiket kereta,transportasi,354000,4,False,Tuesday
bayar tol,transportasi,23000,4,False,Wednesday
sarapan di warung,makanan,116000,4,False,Thursday
pesan shopeefood siang,makanan,144000,4,False,Thursday
bayar kos bulanan,tempat_tinggal,1464000,4,False,Friday
bonus akhir tahun,bonus,4493000,4,False,Friday
beli vitamin dan suplemen,kesehatan,109000,4,False,Friday
naik taksi online,transportasi,167000,4,True,Sunday
bonus performance review,bonus,3028000,4,False,Monday
bayar ipl apartemen,tempat_tinggal,5528000,4,False,Monday
jasa edit video,freelance,5091000,4,False,Monday
bayar parkir kantor,transportasi,17000,4,False,Monday
bayar parkir mall,transportasi,28000,4,False,Monday
bayar cicilan motor,tagihan,206000,4,False,Tuesday
bayar sewa rumah,tempat_tinggal,2617000,4,False,Tuesday
menabung untuk liburan,tabungan,940000,4,False,Tuesday
menabung rutin bulanan,tabungan,1450000,5,False,Wednesday
top up reksa dana campuran,investasi,4204000,5,False,Thursday
naik taksi online,transportasi,253000,5,False,Friday
bayar parkir inap,transportasi,16000,5,False,Friday
beli alat tulis,pendidikan,83000,5,False,Friday
langganan hbo max,hiburan,104000,5,False,Friday
pengeluaran harian,lainnya,249000,5,False,Friday
slip gaji diterima,gaji,15755000,5,False,Friday
beli snack kantor,makanan,46000,5,False,Friday
bayar kursus coding,pendidikan,696000,5,False,Friday
bayar bpjs kesehatan,tagihan,146000,5,True,Saturday
makan di resto jepang,makanan,110000,5,True,Saturday
uang sewa bulan ini,tempat_tinggal,1270000,5,True,Saturday
makan malam di restoran,makanan,133000,5,True,Sunday
naik bus transjakarta,transportasi,24000,5,True,Sunday
pengeluaran tak terduga,lainnya,189000,5,False,Monday
pengeluaran tak terduga,lainnya,345000,5,False,Monday
pesan dim sum,makanan,172000,5,False,Monday
servis rutin motor,transportasi,463000,5,False,Monday
bayar tagihan phone,tagihan,352000,5,False,Monday
makan soto ayam,makanan,98000,5,False,Tuesday
perpanjang sewa kos,tempat_tinggal,916000,5,False,Tuesday
ganti ban motor,transportasi,261000,5,False,Wednesday
transaksi harian rutin,lainnya,140000,5,False,Wednesday
sewa ps sehari,hiburan,80000,5,False,Wednesday
gaji pokok bulanan,gaji,16174000,5,False,Thursday
sarapan nasi uduk,makanan,94000,5,False,Thursday
top up reksa dana campuran,investasi,1352000,5,False,Thursday
fee konsultasi bisnis,freelance,8354000,5,False,Friday
beli deterjen,lainnya,270000,5,False,Friday
pesan dim sum,makanan,120000,5,True,Saturday
uang muka sewa kos,tempat_tinggal,1364000,5,True,Saturday
beli tiket bus,transportasi,22000,5,True,Saturday
perpanjang kontrak rumah,tempat_tinggal,4416000,5,True,Saturday
naik ojek online,transportasi,147000,5,True,Saturday
ganti oli motor,transportasi,98000,5,True,Saturday
bayar kos bulanan,tempat_tinggal,2505000,5,True,Sunday
nonton bioskop bareng,hiburan,181000,5,True,Sunday
transfer salary bulan ini,gaji,9896000,5,True,Sunday
beli kopi pagi,makanan,76000,5,True,Sunday
pengeluaran tak terduga,lainnya,164000,5,True,Sunday
pesan dim sum,makanan,128000,5,True,Sunday
kontrol dokter spesialis,kesehatan,242000,5,True,Sunday
bayar kontrakan,tempat_tinggal,3301000,5,True,Sunday
makan di resto jepang,makanan,50000,5,False,Monday
bayaran proyek freelance,freelance,5713000,5,False,Monday
beli vitamin dan suplemen,kesehatan,116000,5,False,Monday
bayar parkir mall,transportasi,20000,5,False,Monday
belanja bulanan,lainnya,274000,5,False,Monday
bayar tagihan gas,tagihan,120000,5,False,Monday
slip gaji diterima,gaji,5634000,5,False,Monday
beli obat resep,kesehatan,362000,5,False,Monday
beli roti pagi,makanan,19000,5,False,Monday
langganan netflix bulanan,hiburan,96000,5,False,Tuesday
beli alat tulis,pendidikan,70000,5,False,Tuesday
bonus triwulan,bonus,3563000,5,False,Tuesday
beli modul belajar,pendidikan,242000,5,False,Wednesday
bayar kursus online,pendidikan,1232000,5,False,Wednesday
naik bus transjakarta,transportasi,12000,5,False,Wednesday
iuran rt bulanan,tempat_tinggal,88000,5,False,Wednesday
tagihan pln bulan ini,tagihan,312000,5,False,Wednesday
makan di mcdonald,makanan,59000,5,False,Wednesday
beli topup game,hiburan,138000,5,False,Thursday
makan malam di restoran,makanan,236000,5,False,Thursday
transfer payroll kantor,gaji,17062000,5,False,Friday
bayar wifi rumah,tagihan,461000,5,False,Friday
bayar tagihan listrik,tagihan,458000,5,False,Friday
bayar tagihan air,tagihan,84000,5,False,Friday
pesan pizza online,makanan,153000,5,False,Friday
biaya keamanan komplek,tempat_tinggal,1523000,5,False,Friday
beli gorengan sore,makanan,8000,5,True,Saturday
menabung untuk beli rumah,tabungan,1368000,5,True,Saturday
nabung rutin mingguan,tabungan,2976000,5,True,Saturday
beli kebutuhan pribadi,lainnya,255000,5,True,Saturday
beli topup game,hiburan,165000,5,False,Monday
bayar kontrakan,tempat_tinggal,5297000,5,False,Monday
bayar bpjs ketenagakerjaan,tagihan,222000,5,False,Monday
keuntungan crypto harian,investasi,3371000,5,False,Monday
bayar tv kabel,tagihan,301000,5,False,Monday
jasa edit video,freelance,6858000,5,False,Monday
perpanjang paket internet,tagihan,302000,5,False,Tuesday
beli tiket festival,hiburan,155000,5,False,Tuesday
bayar kos minggu pertama,tempat_tinggal,2784000,5,False,Tuesday
bayar ujian sertifikasi,pendidikan,539000,5,False,Tuesday
bayar ipl apartemen,tempat_tinggal,4181000,5,False,Tuesday
main escape room,hiburan,176000,5,False,Tuesday
bayar cicilan motor,tagihan,207000,5,False,Wednesday
insentif bulanan,bonus,1048000,5,False,Wednesday
sewa kos bulanan,tempat_tinggal,1869000,5,False,Wednesday
biaya pengelolaan apartemen,tempat_tinggal,9536000,5,False,Wednesday
iuran kebersihan lingkungan,tempat_tinggal,91000,5,False,Wednesday
liburan akhir pekan,hiburan,403000,5,False,Thursday
bayar kursus online,pendidikan,825000,5,False,Thursday
naik gojek pulang,transportasi,14000,5,False,Thursday
naik krl commuter line,transportasi,265000,5,False,Friday
sarapan nasi uduk,makanan,65000,5,False,Friday
naik angkot ke pasar,transportasi,19000,5,False,Friday
makan di kfc,makanan,92000,5,False,Friday
pesan burger online,makanan,79000,5,True,Saturday
beli bakso pinggir jalan,makanan,72000,5,True,Saturday
beli peralatan kebersihan,lainnya,212000,5,True,Saturday
return reksa dana obligasi,investasi,2197000,5,True,Sunday
insentif bulanan,bonus,3624000,5,True,Sunday
sewa ps sehari,hiburan,149000,5,True,Sunday
jasa produksi podcast,freelance,2759000,5,False,Monday
nonton bioskop bareng,hiburan,75000,5,False,Monday
bayar tagihan air,tagihan,147000,5,False,Monday
bayar cicilan motor,tagihan,253000,5,False,Monday
pembayaran upah bulanan,gaji,11660000,5,False,Tuesday
bonus performance review,bonus,4595000,5,False,Tuesday
iuran kebersihan lingkungan,tempat_tinggal,126000,5,False,Tuesday
sarapan nasi uduk,makanan,81000,5,False,Wednesday
pesan burger online,makanan,91000,5,False,Wednesday
pesan gofood malam,makanan,112000,5,False,Wednesday
bayar ukt semester,pendidikan,202000,5,False,Wednesday
bayar parkir mall,transportasi,25000,5,False,Wednesday
naik travel antar kota,transportasi,162000,5,False,Thursday
makan bareng keluarga,makanan,332000,5,False,Friday
isi bensin motor,transportasi,88000,5,False,Friday
bonus produksi,bonus,2216000,5,False,Friday
beli cilok,makanan,67000,5,False,Friday
top up kartu etoll,transportasi,53000,5,False,Friday
beli bubur pagi,makanan,28000,6,True,Saturday
beli peralatan sekolah,pendidikan,362000,6,True,Sunday
ganti ban motor,transportasi,269000,6,True,Sunday
deposit awal sewa,tempat_tinggal,5655000,6,True,Sunday
bayar tagihan phone,tagihan,501000,6,True,Sunday
beli alat tulis,pendidikan,82000,6,True,Sunday
bayar kursus coding,pendidikan,2048000,6,True,Sunday
