transaction_id,user_id,date,transaction_type,category,payment_mode,location,notes,year_month,month,day_of_week,is_weekend,year,amount_idr
T8580,U118,2024-01-10,expense,transportasi,kartu,surabaya,bayar tol,2024-01,1,Wednesday,False,2024,29000
T6889,U094,2024-01-10,expense,pendidikan,qris,denpasar,bayar ujian sertifikasi,2024-01,1,Wednesday,False,2024,342000
T5219,U062,2024-01-10,expense,tempat_tinggal,kartu,denpasar,bayar kos minggu pertama,2024-01,1,Wednesday,False,2024,1809000
T7665,U089,2024-01-11,expense,tempat_tinggal,kartu,jakarta,bayar kos minggu pertama,2024-01,1,Thursday,False,2024,3293000
T4660,U024,2024-01-11,income,freelance,bank_transfer,palembang,jasa penerjemah dokumen,2024-01,1,Thursday,False,2024,6413000
T0892,U092,2024-01-11,expense,transportasi,tunai,jakarta,ganti oli motor,2024-01,1,Thursday,False,2024,117000
T8461,U069,2024-01-11,expense,kesehatan,tunai,yogyakarta,beli obat resep,2024-01,1,Thursday,False,2024,187000
T3275,U140,2024-01-11,expense,tagihan,qris,makassar,bayar premi asuransi,2024-01,1,Thursday,False,2024,786000
T2969,U145,2024-01-11,expense,makanan,tunai,makassar,sarapan di warung,2024-01,1,Thursday,False,2024,164000
T4705,U051,2024-01-11,expense,transportasi,qris,surabaya,naik MRT Jakarta,2024-01,1,Thursday,False,2024,185000
T1591,U066,2024-01-11,expense,pendidikan,qris,bandung,beli alat tulis,2024-01,1,Thursday,False,2024,94000
T2313,U057,2024-01-12,expense,makanan,tunai,yogyakarta,beli kopi pagi,2024-01,1,Friday,False,2024,42000
T12488,U031,2024-01-12,income,lainnya,tunai,makassar,belanja online,2024-01,1,Friday,False,2024,204000
T12353,U102,2024-01-12,expense,lainnya,kartu,medan,beli produk rumahan,2024-01,1,Friday,False,2024,303000
T4789,U092,2024-01-12,expense,makanan,bank_transfer,jakarta,sarapan nasi uduk,2024-01,1,Friday,False,2024,72000
T10215,U065,2024-01-12,expense,transportasi,qris,unknown,top up kartu e-toll,2024-01,1,Friday,False,2024,44000
T11595,U140,2024-01-12,expense,pendidikan,ewallet,medan,beli aplikasi belajar,2024-01,1,Friday,False,2024,70000
T0060,U038,2024-01-12,expense,makanan,kartu,unknown,beli bubur pagi,2024-01,1,Friday,False,2024,30000
T5597,U016,2024-01-12,expense,tagihan,qris,yogyakarta,tagihan provider bulan ini,2024-01,1,Friday,False,2024,218000
T8713,U041,2024-01-12,income,gaji,qris,bandung,gaji bulanan masuk,2024-01,1,Friday,False,2024,10937000
T6268,U076,2024-01-12,expense,tempat_tinggal,tunai,unknown,bayar IPL apartemen,2024-01,1,Friday,False,2024,2300000
T11215,U058,2024-01-12,expense,hiburan,bank_transfer,yogyakarta,langganan YouTube premium,2024-01,1,Friday,False,2024,153000
T6353,U126,2024-01-13,income,freelance,tunai,unknown,pendapatan kursus online,2024-01,1,Saturday,True,2024,2569000
T10332,U025,2024-01-14,expense,tempat_tinggal,qris,jakarta,bayar uang kebersihan,2024-01,1,Sunday,True,2024,120000
T11240,U079,2024-01-14,expense,makanan,bank_transfer,medan,makan di kfc,2024-01,1,Sunday,True,2024,75000
T5146,U063,2024-01-14,income,bonus,qris,makassar,bonus ekstra dari kantor,2024-01,1,Sunday,True,2024,2686000
T10114,U129,2024-01-14,expense,tempat_tinggal,qris,surabaya,bayar cicilan sewa tahunan,2024-01,1,Sunday,True,2024,1820000
T5159,U064,2024-01-14,income,lainnya,kartu,jakarta,beli keperluan dapur,2024-01,1,Sunday,True,2024,294000
T7229,U095,2024-01-15,expense,tabungan,kartu,medan,tabungan masa depan,2024-01,1,Monday,False,2024,1318000
T13259,U109,2024-01-16,expense,tempat_tinggal,kartu,jakarta,bayar kontrakan,2024-01,1,Tuesday,False,2024,5980000
T10696,U144,2024-01-16,expense,pendidikan,kartu,makassar,beli laptop pelajar,2024-01,1,Tuesday,False,2024,10294000
T12638,U085,2024-01-16,income,freelance,tunai,unknown,proyek website klien,2024-01,1,Tuesday,False,2024,7293000
T11518,U079,2024-01-16,expense,tempat_tinggal,kartu,surabaya,deposit awal sewa,2024-01,1,Tuesday,False,2024,5943000
T7590,U070,2024-01-17,expense,transportasi,ewallet,denpasar,naik angkot ke pasar,2024-01,1,Wednesday,False,2024,12000
T2942,U011,2024-01-17,expense,transportasi,bank_transfer,makassar,ganti ban motor,2024-01,1,Wednesday,False,2024,298000
T2639,U143,2024-01-18,income,investasi,tunai,palembang,top up tabungan emas,2024-01,1,Thursday,False,2024,2508000
T1929,U057,2024-01-18,expense,makanan,bank_transfer,semarang,makan berdua di cafe,2024-01,1,Thursday,False,2024,102000
T6613,U122,2024-01-18,expense,tempat_tinggal,qris,bandung,iuran kebersihan lingkungan,2024-01,1,Thursday,False,2024,59000
T1464,U023,2024-01-18,expense,makanan,ewallet,palembang,pesan burger online,2024-01,1,Thursday,False,2024,155000
T10066,U036,2024-01-18,expense,hiburan,qris,denpasar,streaming Disney+,2024-01,1,Thursday,False,2024,104000
T7875,U091,2024-01-18,expense,transportasi,bank_transfer,semarang,naik gojek pulang,2024-01,1,Thursday,False,2024,43000
T9364,U142,2024-01-18,expense,pendidikan,ewallet,denpasar,bayar kursus bahasa inggris,2024-01,1,Thursday,False,2024,893000
T10627,U139,2024-01-19,expense,pendidikan,bank_transfer,palembang,bayar kursus bahasa inggris,2024-01,1,Friday,False,2024,987000
T0478,U130,2024-01-20,income,freelance,bank_transfer,yogyakarta,pendapatan proyek konten,2024-01,1,Saturday,True,2024,1980000
T2556,U075,2024-01-20,expense,makanan,qris,palembang,pesan gofood malam,2024-01,1,Saturday,True,2024,35000
T0174,U068,2024-01-20,expense,makanan,tunai,surabaya,makan di mcdonald,2024-01,1,Saturday,True,2024,190000
T1887,U061,2024-01-21,expense,makanan,kartu,palembang,beli kopi pagi,2024-01,1,Sunday,True,2024,62000
T12944,U125,2024-01-21,expense,tagihan,tunai,makassar,bayar langganan iCloud,2024-01,1,Sunday,True,2024,30000
T11452,U014,2024-01-21,expense,tempat_tinggal,bank_transfer,balikpapan,uang muka sewa kos,2024-01,1,Sunday,True,2024,1221000
T3733,U022,2024-01-21,income,gaji,tunai,balikpapan,gaji plus lembur,2024-01,1,Sunday,True,2024,18534000
T3030,U083,2024-01-21,expense,transportasi,bank_transfer,medan,naik travel antar kota,2024-01,1,Sunday,True,2024,122000
T3552,U095,2024-01-21,income,bonus,bank_transfer,yogyakarta,bonus proyek selesai,2024-01,1,Sunday,True,2024,3464000
T7242,U125,2024-01-21,expense,makanan,tunai,makassar,pesan grabfood,2024-01,1,Sunday,True,2024,97000
T3665,U099,2024-01-21,expense,tempat_tinggal,kartu,surabaya,biaya keamanan komplek,2024-01,1,Sunday,True,2024,3717000
T9265,U048,2024-01-22,expense,transportasi,tunai,makassar,ongkos naik ojek,2024-01,1,Monday,False,2024,200000
T6130,U035,2024-01-22,income,freelance,kartu,bandung,bayaran proyek freelance,2024-01,1,Monday,False,2024,7805000
T4440,U007,2024-01-22,expense,transportasi,kartu,yogyakarta,naik grab ke kantor,2024-01,1,Monday,False,2024,20000
T9559,U092,2024-01-23,expense,makanan,tunai,balikpapan,pesan nasi goreng online,2024-01,1,Tuesday,False,2024,63000
T2880,U093,2024-01-23,income,investasi,tunai,bandung,return P2P lending,2024-01,1,Tuesday,False,2024,5935000
T2367,U044,2024-01-23,expense,tagihan,tunai,medan,perpanjang paket internet,2024-01,1,Tuesday,False,2024,460000
T3529,U017,2024-01-23,expense,hiburan,tunai,bandung,sewa buku di perpus,2024-01,1,Tuesday,False,2024,127000
T2713,U044,2024-01-24,income,investasi,qris,makassar,keuntungan crypto harian,2024-01,1,Wednesday,False,2024,3070000
T3204,U044,2024-01-25,expense,makanan,bank_transfer,makassar,beli jajanan pasar,2024-01,1,Thursday,False,2024,39000
T3397,U121,2024-01-25,expense,tempat_tinggal,bank_transfer,medan,deposit awal sewa,2024-01,1,Thursday,False,2024,8609000
T9190,U114,2024-01-26,expense,transportasi,tunai,jakarta,biaya bensin mobil,2024-01,1,Friday,False,2024,210000
T7556,U150,2024-01-26,income,gaji,kartu,bandung,pembayaran upah bulanan,2024-01,1,Friday,False,2024,24150000
T0959,U102,2024-01-27,expense,makanan,kartu,palembang,makan siang bareng teman,2024-01,1,Saturday,True,2024,63000
T8774,U108,2024-01-27,expense,makanan,kartu,surabaya,beli cilok,2024-01,1,Saturday,True,2024,53000
T10199,U026,2024-01-28,expense,makanan,tunai,denpasar,sarapan nasi uduk,2024-01,1,Sunday,True,2024,94000
T8975,U049,2024-01-28,expense,tempat_tinggal,kartu,makassar,iuran kebersihan lingkungan,2024-01,1,Sunday,True,2024,33000
T10554,U025,2024-01-29,expense,kesehatan,kartu,yogyakarta,bayar MCU tahunan,2024-01,1,Monday,False,2024,406000
T8009,U090,2024-01-29,expense,tempat_tinggal,tunai,unknown,bayar sewa rumah,2024-01,1,Monday,False,2024,1725000
T4712,U115,2024-01-30,expense,tagihan,kartu,yogyakarta,bayar tagihan air,2024-01,1,Tuesday,False,2024,99000
T10548,U053,2024-01-30,expense,makanan,qris,medan,pesan shopeefood siang,2024-01,1,Tuesday,False,2024,41000
T3764,U072,2024-01-31,income,lainnya,bank_transfer,yogyakarta,pengeluaran tak terduga,2024-01,1,Wednesday,False,2024,154000
T9760,U074,2024-01-31,expense,tempat_tinggal,qris,makassar,biaya sewa studio,2024-01,1,Wednesday,False,2024,2185000
T9819,U094,2024-01-31,expense,lainnya,tunai,medan,pengeluaran tak terduga,2024-01,1,Wednesday,False,2024,213000
T4435,U009,2024-01-31,expense,pendidikan,bank_transfer,makassar,bayar kursus desain,2024-01,1,Wednesday,False,2024,638000
T2092,U028,2024-01-31,expense,pendidikan,tunai,medan,bayar bootcamp,2024-01,1,Wednesday,False,2024,312000
T4529,U064,2024-01-31,income,bonus,bank_transfer,denpasar,tambahan penghasilan bonus,2024-01,1,Wednesday,False,2024,3822000
T12046,U001,2024-02-01,expense,makanan,ewallet,bandung,beli gorengan sore,2024-02,2,Thursday,False,2024,13000
T0161,U116,2024-02-01,expense,tempat_tinggal,bank_transfer,surabaya,sewa kos bulanan,2024-02,2,Thursday,False,2024,1098000
T0036,U136,2024-02-02,expense,transportasi,kartu,balikpapan,bayar parkir mall,2024-02,2,Friday,False,2024,26000
T6822,U091,2024-02-02,expense,makanan,bank_transfer,yogyakarta,pesan nasi goreng online,2024-02,2,Friday,False,2024,16000
T13268,U060,2024-02-02,expense,hiburan,ewallet,yogyakarta,beli skin game,2024-02,2,Friday,False,2024,91000
T11914,U108,2024-02-03,expense,lainnya,qris,yogyakarta,beli keperluan dapur,2024-02,2,Saturday,True,2024,144000
T0385,U076,2024-02-03,expense,makanan,qris,jakarta,makan di kfc,2024-02,2,Saturday,True,2024,106000
T10706,U108,2024-02-03,expense,makanan,tunai,semarang,pesan gofood malam,2024-02,2,Saturday,True,2024,84000
T2280,U081,2024-02-04,expense,tagihan,bank_transfer,surabaya,bayar TV kabel,2024-02,2,Sunday,True,2024,198000
T2822,U058,2024-02-04,expense,tempat_tinggal,tunai,surabaya,perpanjang sewa kos,2024-02,2,Sunday,True,2024,1280000
T10093,U083,2024-02-05,expense,transportasi,tunai,surabaya,isi saldo e-money,2024-02,2,Monday,False,2024,140000
T9497,U121,2024-02-05,expense,hiburan,tunai,makassar,liburan akhir pekan,2024-02,2,Monday,False,2024,900000
T2507,U036,2024-02-05,expense,lainnya,bank_transfer,semarang,beli peralatan kebersihan,2024-02,2,Monday,False,2024,146000
T9524,U117,2024-02-05,expense,makanan,qris,balikpapan,beli es teh manis,2024-02,2,Monday,False,2024,13000
T10469,U103,2024-02-05,income,gaji,tunai,makassar,gaji bulanan masuk,2024-02,2,Monday,False,2024,16598000
T11939,U117,2024-02-06,expense,pendidikan,bank_transfer,palembang,beli laptop pelajar,2024-02,2,Tuesday,False,2024,6311000
T5873,U017,2024-02-06,expense,transportasi,tunai,palembang,naik ojek online,2024-02,2,Tuesday,False,2024,102000
T10594,U108,2024-02-07,expense,tabungan,bank_transfer,balikpapan,menabung untuk liburan,2024-02,2,Wednesday,False,2024,1265000
T3832,U111,2024-02-07,expense,lainnya,kartu,denpasar,beli deterjen,2024-02,2,Wednesday,False,2024,125000
T6604,U036,2024-02-07,expense,tagihan,kartu,balikpapan,bayar cicilan motor,2024-02,2,Wednesday,False,2024,166000
T10358,U098,2024-02-07,expense,tempat_tinggal,bank_transfer,unknown,perpanjang sewa kos,2024-02,2,Wednesday,False,2024,2360000
T4485,U086,2024-02-07,expense,makanan,bank_transfer,yogyakarta,makan di kantin,2024-02,2,Wednesday,False,2024,22000
T13853,U015,2024-02-07,expense,tagihan,kartu,denpasar,bayar tagihan listrik,2024-02,2,Wednesday,False,2024,425000
T0989,U091,2024-02-08,income,freelance,bank_transfer,makassar,fee proyek SEO,2024-02,2,Thursday,False,2024,4116000
T0943,U034,2024-02-08,expense,makanan,qris,palembang,beli minuman kekinian,2024-02,2,Thursday,False,2024,77000
T4995,U071,2024-02-08,expense,makanan,tunai,bandung,beli minuman kekinian,2024-02,2,Thursday,False,2024,181000
T0938,U141,2024-02-09,expense,tagihan,bank_transfer,palembang,bayar kartu kredit,2024-02,2,Friday,False,2024,392000
T1565,U088,2024-02-10,expense,makanan,kartu,yogyakarta,pesan dim sum,2024-02,2,Saturday,True,2024,154000
T8597,U067,2024-02-10,expense,tempat_tinggal,qris,medan,iuran kebersihan lingkungan,2024-02,2,Saturday,True,2024,42000
T9938,U102,2024-02-10,expense,hiburan,tunai,denpasar,karaoke bareng teman,2024-02,2,Saturday,True,2024,218000
T5129,U075,2024-02-10,income,bonus,tunai,yogyakarta,bonus proyek selesai,2024-02,2,Saturday,True,2024,965000
T12744,U030,2024-02-10,income,bonus,qris,bandung,bonus target tercapai,2024-02,2,Saturday,True,2024,2402000
T4775,U134,2024-02-10,expense,makanan,kartu,makassar,pesan burger online,2024-02,2,Saturday,True,2024,132000
T13219,U034,2024-02-11,expense,pendidikan,qris,jakarta,beli peralatan sekolah,2024-02,2,Sunday,True,2024,322000
T13318,U008,2024-02-11,expense,makanan,tunai,bandung,beli jajanan pasar,2024-02,2,Sunday,True,2024,91000
T2770,U001,2024-02-11,income,gaji,tunai,jakarta,gaji pokok bulanan,2024-02,2,Sunday,True,2024,17040000
T4382,U083,2024-02-11,expense,lainnya,qris,semarang,beli perlengkapan ibadah,2024-02,2,Sunday,True,2024,140000
T11768,U025,2024-02-11,expense,tempat_tinggal,tunai,makassar,uang sewa bulan ini,2024-02,2,Sunday,True,2024,2846000
T2278,U067,2024-02-12,expense,transportasi,kartu,semarang,naik travel antar kota,2024-02,2,Monday,False,2024,160000
T10707,U150,2024-02-12,income,gaji,kartu,jakarta,transfer payroll kantor,2024-02,2,Monday,False,2024,9008000
T6412,U105,2024-02-13,expense,kesehatan,tunai,makassar,tes laboratorium,2024-02,2,Tuesday,False,2024,339000
T3658,U057,2024-02-13,expense,pendidikan,bank_transfer,surabaya,beli buku impor,2024-02,2,Tuesday,False,2024,321000
T2825,U026,2024-02-13,expense,tempat_tinggal,kartu,yogyakarta,uang muka sewa kos,2024-02,2,Tuesday,False,2024,1388000
T0495,U092,2024-02-14,expense,tempat_tinggal,qris,bandung,sewa kos bulanan,2024-02,2,Wednesday,False,2024,2397000
T10000,U023,2024-02-14,expense,makanan,ewallet,bandung,pesan dim sum,2024-02,2,Wednesday,False,2024,181000
T9702,U022,2024-02-14,income,bonus,bank_transfer,jakarta,insentif bulanan,2024-02,2,Wednesday,False,2024,3943000
T3767,U022,2024-02-14,expense,makanan,bank_transfer,bandung,beli cilok,2024-02,2,Wednesday,False,2024,117000
T12712,U108,2024-02-15,expense,makanan,bank_transfer,medan,makan di kantin,2024-02,2,Thursday,False,2024,22000
T3934,U070,2024-02-15,expense,tagihan,tunai,balikpapan,bayar wifi rumah,2024-02,2,Thursday,False,2024,374000
T7786,U130,2024-02-15,expense,transportasi,qris,semarang,ganti ban motor,2024-02,2,Thursday,False,2024,415000
T7509,U078,2024-02-15,expense,makanan,bank_transfer,surabaya,pesan pizza online,2024-02,2,Thursday,False,2024,137000
T2560,U061,2024-02-15,expense,makanan,qris,semarang,makan di warteg,2024-02,2,Thursday,False,2024,63000
T10200,U024,2024-02-15,expense,hiburan,bank_transfer,jakarta,langganan Spotify premium,2024-02,2,Thursday,False,2024,65000
T4628,U108,2024-02-17,expense,transportasi,tunai,bandung,beli tiket bus,2024-02,2,Saturday,True,2024,30000
T5008,U034,2024-02-17,income,investasi,tunai,surabaya,beli saham teknologi,2024-02,2,Saturday,True,2024,7644000
T11214,U085,2024-02-17,expense,hiburan,kartu,palembang,beli tiket festival,2024-02,2,Saturday,True,2024,251000
T5958,U032,2024-02-17,expense,hiburan,bank_transfer,yogyakarta,liburan akhir pekan,2024-02,2,Saturday,True,2024,845000
T12301,U136,2024-02-18,expense,transportasi,qris,unknown,top up kartu e-toll,2024-02,2,Sunday,True,2024,68000
T12819,U111,2024-02-18,expense,transportasi,bank_transfer,bandung,ganti ban motor,2024-02,2,Sunday,True,2024,405000
T4541,U038,2024-02-19,expense,tagihan,kartu,denpasar,bayar premi asuransi,2024-02,2,Monday,False,2024,519000
T6579,U058,2024-02-19,expense,transportasi,kartu,balikpapan,isi bensin motor,2024-02,2,Monday,False,2024,251000
T4573,U134,2024-02-19,expense,tagihan,bank_transfer,balikpapan,bayar TV kabel,2024-02,2,Monday,False,2024,234000
T4884,U013,2024-02-20,expense,hiburan,qris,balikpapan,beli voucher game,2024-02,2,Tuesday,False,2024,106000
T9734,U120,2024-02-20,expense,makanan,kartu,semarang,makan soto ayam,2024-02,2,Tuesday,False,2024,102000
T9276,U007,2024-02-20,expense,transportasi,qris,bandung,bayar tol,2024-02,2,Tuesday,False,2024,60000
T10054,U102,2024-02-20,expense,tagihan,bank_transfer,semarang,bayar asuransi jiwa,2024-02,2,Tuesday,False,2024,393000
T11649,U021,2024-02-21,income,gaji,tunai,makassar,gaji bulanan masuk,2024-02,2,Wednesday,False,2024,19152000
T10392,U106,2024-02-21,expense,tempat_tinggal,bank_transfer,balikpapan,bayar kos minggu pertama,2024-02,2,Wednesday,False,2024,2385000
T2525,U004,2024-02-21,income,bonus,tunai,palembang,bonus akhir tahun,2024-02,2,Wednesday,False,2024,2147000
T4140,U060,2024-02-21,income,lainnya,qris,yogyakarta,belanja online,2024-02,2,Wednesday,False,2024,95000
T10144,U045,2024-02-22,expense,makanan,kartu,unknown,makan soto ayam,2024-02,2,Thursday,False,2024,90000
T7128,U099,2024-02-22,expense,kesehatan,bank_transfer,yogyakarta,beli obat resep,2024-02,2,Thursday,False,2024,146000
T6972,U047,2024-02-23,expense,hiburan,qris,makassar,sewa PS5 sehari,2024-02,2,Friday,False,2024,189000
T4571,U059,2024-02-23,expense,transportasi,kartu,yogyakarta,biaya bensin mobil,2024-02,2,Friday,False,2024,165000
T0542,U135,2024-02-23,expense,transportasi,kartu,unknown,ganti ban motor,2024-02,2,Friday,False,2024,155000
T5562,U105,2024-02-23,expense,tempat_tinggal,tunai,balikpapan,bayar IPL apartemen,2024-02,2,Friday,False,2024,5415000
T6562,U065,2024-02-23,expense,tempat_tinggal,tunai,denpasar,iuran kebersihan lingkungan,2024-02,2,Friday,False,2024,79000
T11373,U042,2024-02-23,income,investasi,qris,medan,beli reksa dana saham,2024-02,2,Friday,False,2024,7483000
T0338,U079,2024-02-23,expense,transportasi,bank_transfer,palembang,ganti oli motor,2024-02,2,Friday,False,2024,98000
T7131,U054,2024-02-23,expense,lainnya,tunai,semarang,belanja online,2024-02,2,Friday,False,2024,345000
T2710,U034,2024-02-24,expense,tempat_tinggal,bank_transfer,bandung,perpanjang kontrak rumah,2024-02,2,Saturday,True,2024,1827000
T4952,U129,2024-02-24,expense,tempat_tinggal,bank_transfer,medan,uang sewa bulan ini,2024-02,2,Saturday,True,2024,4600000
T11744,U082,2024-02-24,income,gaji,ewallet,palembang,gaji plus tunjangan,2024-02,2,Saturday,True,2024,13720000
T8565,U108,2024-02-25,expense,makanan,qris,unknown,beli bakso pinggir jalan,2024-02,2,Sunday,True,2024,134000
T6191,U093,2024-02-26,expense,kesehatan,tunai,medan,beli obat anak,2024-02,2,Monday,False,2024,190000
T7127,U106,2024-02-26,expense,hiburan,kartu,makassar,nonton pertandingan bola,2024-02,2,Monday,False,2024,474000
T3899,U079,2024-02-26,expense,tagihan,tunai,bandung,tagihan provider bulan ini,2024-02,2,Monday,False,2024,129000
T4863,U071,2024-02-27,expense,transportasi,ewallet,surabaya,beli kartu KRL,2024-02,2,Tuesday,False,2024,84000
T0709,U002,2024-02-27,expense,kesehatan,bank_transfer,makassar,beli obat bebas,2024-02,2,Tuesday,False,2024,309000
T10168,U091,2024-02-27,expense,hiburan,tunai,semarang,streaming Disney+,2024-02,2,Tuesday,False,2024,81000
T10335,U145,2024-02-27,expense,hiburan,qris,semarang,nonton di bioskop XXI,2024-02,2,Tuesday,False,2024,126000
T4198,U060,2024-02-27,expense,transportasi,bank_transfer,denpasar,ongkos naik ojek,2024-02,2,Tuesday,False,2024,232000
T8424,U111,2024-02-28,expense,makanan,qris,denpasar,beli kopi pagi,2024-02,2,Wednesday,False,2024,34000
T7600,U133,2024-02-28,income,freelance,bank_transfer,unknown,pendapatan nulis artikel,2024-02,2,Wednesday,False,2024,7515000
T0608,U115,2024-02-28,expense,kesehatan,tunai,balikpapan,beli obat di apotek,2024-02,2,Wednesday,False,2024,160000
T11734,U079,2024-02-28,expense,tempat_tinggal,qris,unknown,bayar IPL apartemen,2024-02,2,Wednesday,False,2024,5454000
T0092,U087,2024-02-29,income,bonus,ewallet,denpasar,bonus akhir tahun,2024-02,2,Thursday,False,2024,3906000
T5914,U066,2024-02-29,income,gaji,bank_transfer,medan,penerimaan gaji pokok,2024-02,2,Thursday,False,2024,7257000
T4819,U041,2024-03-01,expense,pendidikan,bank_transfer,unknown,beli aplikasi belajar,2024-03,3,Friday,False,2024,69000
T6691,U023,2024-03-01,expense,makanan,tunai,unknown,pesan mie ayam,2024-03,3,Friday,False,2024,163000
T4238,U008,2024-03-01,income,gaji,tunai,surabaya,gaji plus lembur,2024-03,3,Friday,False,2024,22990000
T7014,U013,2024-03-01,expense,kesehatan,bank_transfer,jakarta,bayar rawat jalan,2024-03,3,Friday,False,2024,1166000
T7188,U013,2024-03-01,expense,tagihan,qris,unknown,bayar asuransi jiwa,2024-03,3,Friday,False,2024,697000
T13651,U038,2024-03-01,expense,transportasi,bank_transfer,denpasar,bayar parkir inap,2024-03,3,Friday,False,2024,20000
T4497,U115,2024-03-01,expense,makanan,bank_transfer,medan,pesan mie ayam,2024-03,3,Friday,False,2024,163000
T5130,U110,2024-03-02,expense,hiburan,bank_transfer,makassar,nonton di bioskop XXI,2024-03,3,Saturday,True,2024,101000
T6733,U099,2024-03-02,expense,tagihan,qris,denpasar,bayar langganan iCloud,2024-03,3,Saturday,True,2024,49000
T0267,U011,2024-03-02,expense,kesehatan,tunai,semarang,bayar imunisasi,2024-03,3,Saturday,True,2024,546000
T7468,U129,2024-03-02,expense,tempat_tinggal,qris,yogyakarta,bayar kos bulanan,2024-03,3,Saturday,True,2024,1201000
T10606,U118,2024-03-02,expense,tagihan,tunai,denpasar,bayar tagihan listrik,2024-03,3,Saturday,True,2024,828000
T1070,U127,2024-03-02,expense,makanan,bank_transfer,yogyakarta,makan di kfc,2024-03,3,Saturday,True,2024,33000
T12045,U028,2024-03-03,expense,makanan,qris,balikpapan,beli snack kantor,2024-03,3,Sunday,True,2024,63000
T3810,U119,2024-03-03,expense,tagihan,bank_transfer,palembang,bayar TV kabel,2024-03,3,Sunday,True,2024,245000
T5439,U114,2024-03-04,expense,makanan,kartu,denpasar,makan siang bareng teman,2024-03,3,Monday,False,2024,103000
T6208,U133,2024-03-04,expense,kesehatan,ewallet,balikpapan,bayar rawat jalan,2024-03,3,Monday,False,2024,475000
T3088,U141,2024-03-05,expense,pendidikan,bank_transfer,palembang,bayar ujian sertifikasi,2024-03,3,Tuesday,False,2024,237000
T5388,U052,2024-03-05,expense,makanan,tunai,surabaya,beli minuman kekinian,2024-03,3,Tuesday,False,2024,69000
T9716,U026,2024-03-06,expense,makanan,bank_transfer,makassar,beli jajanan pasar,2024-03,3,Wednesday,False,2024,71000
T6418,U038,2024-03-06,expense,kesehatan,tunai,jakarta,bayar MCU tahunan,2024-03,3,Wednesday,False,2024,389000
T11349,U099,2024-03-06,income,gaji,kartu,jakarta,pembayaran upah bulanan,2024-03,3,Wednesday,False,2024,25219000
T12734,U132,2024-03-06,expense,tagihan,kartu,bandung,perpanjang paket internet,2024-03,3,Wednesday,False,2024,361000
T4791,U131,2024-03-06,expense,lainnya,bank_transfer,denpasar,belanja online,2024-03,3,Wednesday,False,2024,250000
T3150,U025,2024-03-07,income,freelance,qris,semarang,jasa pengelolaan media sosial,2024-03,3,Thursday,False,2024,3821000
T4805,U003,2024-03-07,expense,makanan,kartu,palembang,pesan grabfood,2024-03,3,Thursday,False,2024,60000
T6429,U077,2024-03-07,expense,transportasi,tunai,unknown,servis rutin motor,2024-03,3,Thursday,False,2024,920000
T5058,U103,2024-03-07,expense,pendidikan,bank_transfer,jakarta,beli buku impor,2024-03,3,Thursday,False,2024,195000
T13137,U018,2024-03-08,expense,makanan,ewallet,unknown,beli minuman kekinian,2024-03,3,Friday,False,2024,172000
T1490,U008,2024-03-08,expense,makanan,bank_transfer,makassar,beli cilok,2024-03,3,Friday,False,2024,82000
T9179,U089,2024-03-09,expense,makanan,tunai,yogyakarta,beli es teh manis,2024-03,3,Saturday,True,2024,14000
T5004,U049,2024-03-09,expense,hiburan,qris,denpasar,nonton pertandingan bola,2024-03,3,Saturday,True,2024,582000
T0781,U039,2024-03-09,income,lainnya,kartu,bandung,pengeluaran tak terduga,2024-03,3,Saturday,True,2024,321000
T2515,U011,2024-03-09,expense,hiburan,bank_transfer,makassar,nonton bioskop bareng,2024-03,3,Saturday,True,2024,105000
T3960,U013,2024-03-10,expense,transportasi,bank_transfer,yogyakarta,ganti ban motor,2024-03,3,Sunday,True,2024,281000
T1389,U138,2024-03-10,expense,pendidikan,qris,bandung,bayar les matematika,2024-03,3,Sunday,True,2024,325000
T9022,U089,2024-03-10,expense,tempat_tinggal,qris,medan,bayar uang kebersihan,2024-03,3,Sunday,True,2024,86000
T5651,U075,2024-03-11,expense,makanan,qris,unknown,makan di warung padang,2024-03,3,Monday,False,2024,136000
T10454,U141,2024-03-11,expense,tagihan,qris,surabaya,bayar paket data,2024-03,3,Monday,False,2024,114000
T2364,U080,2024-03-11,expense,hiburan,bank_transfer,medan,langganan HBO Max,2024-03,3,Monday,False,2024,191000
T5183,U144,2024-03-11,income,investasi,tunai,surabaya,investasi reksa dana pasar uang,2024-03,3,Monday,False,2024,6212000
T0867,U085,2024-03-11,expense,makanan,bank_transfer,medan,makan di kfc,2024-03,3,Monday,False,2024,74000
T6091,U041,2024-03-11,expense,kesehatan,bank_transfer,yogyakarta,bayar tagihan RS,2024-03,3,Monday,False,2024,1423000
T11617,U082,2024-03-11,expense,transportasi,bank_transfer,jakarta,naik ojek online,2024-03,3,Monday,False,2024,83000
T11158,U127,2024-03-11,income,bonus,kartu,surabaya,bonus target tercapai,2024-03,3,Monday,False,2024,1215000
T2658,U118,2024-03-12,expense,tempat_tinggal,kartu,yogyakarta,biaya keamanan komplek,2024-03,3,Tuesday,False,2024,3063000
T6138,U037,2024-03-12,expense,makanan,bank_transfer,makassar,beli jajanan pasar,2024-03,3,Tuesday,False,2024,87000
T9727,U070,2024-03-12,expense,makanan,bank_transfer,medan,pesan grabfood,2024-03,3,Tuesday,False,2024,77000
